delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delayed,delivery_status,delivery_rating,delivery_cost,distance_km_normalized,package_weight_kg_normalized,delivery_cost_normalized
250.99,xpressbees,groceries,ev van,express,south,rainy,21.4,16.58,3,2,yes,delayed,3,206.74,0.060647359454855186,0.3256908904810644,0.07226334130790008
250.99,xpressbees,fragile items,truck,standard,west,stormy,258.5,8.37,7,24,no,delivered,5,1317.61,0.8684838160136287,0.157625383828045,0.7949904401487208
250.99,dhl,furniture,van,two day,east,rainy,253.9,7.07,9,16,no,delivered,3,1290.71,0.8528109028960819,0.13101330603889458,0.7774894193642743
250.99,delhivery,furniture,ev bike,same day,north,stormy,6.7,7.96,6,8,no,delivered,4,157.38,0.010562180579216356,0.14923234390992834,0.04014994406179304
250.99,ecom express,automobile parts,ev bike,standard,west,hot,178.1,26.7,5,24,no,delivered,4,970.6,0.5945485519591142,0.5328556806550665,0.5692272720293611
250.99,fedex,cosmetics,truck,standard,south,hot,180.0,35.04,4,24,no,delivered,3,1005.12,0.6010221465076662,0.7035823950870009,0.5916858310434537
250.99,ecom express,documents,scooter,two day,north,rainy,187.9,14.96,11,16,no,delivered,4,984.38,0.6279386712095401,0.2925281473899693,0.5781924789590887
250.99,xpressbees,documents,ev van,express,west,hot,78.3,49.22,4,3,yes,failed,1,589.16,0.2545144804088586,0.9938587512794267,0.32106409849704615
250.99,amazon logistics,pharmacy,ev bike,express,west,hot,51.6,23.45,2,3,no,delivered,4,378.35,0.16354344122657583,0.46632548618219033,0.1839120467658504
250.99,xpressbees,electronics,ev van,same day,central,stormy,26.9,29.86,5,8,no,delivered,5,324.08,0.07938671209540032,0.5975435005117706,0.14860422527990572
250.99,blue dart,clothing,truck,express,north,hot,216.7,26.89,7,6,yes,delayed,2,1214.17,0.7260647359454855,0.5367451381780962,0.7276928345746262
250.99,dhl,electronics,van,standard,south,foggy,148.2,38.6,5,24,no,delivered,4,856.8,0.4926746166950596,0.7764585465711361,0.4951894963687658
250.99,fedex,cosmetics,ev van,same day,south,clear,184.2,46.79,5,8,no,delivered,4,1161.37,0.6153321976149915,0.9441146366427839,0.6933413885739281
250.99,fedex,groceries,truck,same day,east,stormy,167.7,42.4,7,8,no,delivered,5,1065.7,0.5591141396933561,0.8542476970317296,0.631098910564709
250.99,delhivery,electronics,ev bike,standard,central,cold,197.7,25.84,9,24,no,delivered,5,1066.02,0.661328790459966,0.51525076765609,0.6313071011465314
250.99,fedex,cosmetics,ev van,standard,north,foggy,211.9,46.94,7,24,no,delivered,5,1200.32,0.709710391822828,0.9471852610030704,0.7186820859551248
250.99,blue dart,pharmacy,scooter,same day,west,stormy,64.3,21.05,6,8,no,delivered,5,484.65,0.20681431005110731,0.4171954964176049,0.2530703556649828
250.99,xpressbees,cosmetics,scooter,two day,east,hot,206.7,3.87,3,16,no,delivered,4,1045.11,0.6919931856899489,0.06550665301944729,0.6177031478155731
250.99,xpressbees,clothing,bike,two day,east,cold,83.5,6.81,3,16,no,delivered,5,437.93,0.2722316865417376,0.12569089048106447,0.2226745307189107
250.99,ecom express,fragile items,truck,same day,central,foggy,9.3,47.62,3,8,no,delivered,5,289.36,0.01942078364565588,0.9611054247697031,0.12601554715217406
250.99,xpressbees,clothing,ev bike,standard,west,rainy,245.9,47.01,12,24,no,delivered,3,1370.53,0.8255536626916525,0.9486182190378709,0.8294199576176021
250.99,dhl,pharmacy,ev van,express,north,stormy,225.7,45.7,8,6,yes,delayed,2,1315.6,0.7567291311754685,0.9218014329580347,0.7936827430566488
250.99,ecom express,pharmacy,bike,express,east,hot,226.0,37.62,7,6,yes,delayed,2,1292.86,0.7577512776831347,0.7563971340839303,0.7788881998358936
250.99,dhl,clothing,bike,two day,west,hot,113.3,34.03,4,16,no,delivered,5,668.59,0.3737649063032368,0.682906857727738,0.37274090447877795
250.99,ekart,groceries,ev bike,standard,north,stormy,232.3,41.91,12,24,no,delivered,4,1287.23,0.7792163543441227,0.8442169907881267,0.7752253467869556
250.99,ecom express,electronics,scooter,express,east,cold,87.7,22.38,4,3,yes,failed,2,555.64,0.28654173764906304,0.4444216990788126,0.2992561350511485
250.99,dhl,furniture,van,same day,east,rainy,90.1,27.46,6,8,no,delivered,4,632.88,0.2947189097103918,0.5484135107471853,0.34950813673853315
250.99,delhivery,cosmetics,bike,express,north,rainy,110.4,44.94,6,4,yes,delayed,2,736.82,0.36388415672913116,0.906243602865916,0.41713104009672536
250.99,fedex,documents,bike,same day,central,cold,217.3,3.03,6,8,no,delivered,5,1195.59,0.7281090289608178,0.04831115660184236,0.7156047689175623
250.99,amazon logistics,furniture,truck,standard,south,rainy,75.2,28.25,6,24,no,delivered,3,460.75,0.24395229982964226,0.5645854657113613,0.23752112158512145
250.99,blue dart,automobile parts,ev bike,two day,south,hot,23.2,19.18,2,16,no,delivered,5,173.54,0.0667802385008518,0.3789150460593654,0.05066356844382484
250.99,fedex,documents,ev van,express,north,rainy,78.5,27.87,8,3,yes,delayed,3,526.11,0.2551959114139693,0.5568065506653019,0.28004404792234905
250.99,blue dart,documents,van,express,north,hot,138.3,47.87,8,4,yes,delayed,3,885.11,0.4589437819420784,0.9662231320368473,0.5136078569043673
250.99,xpressbees,clothing,truck,two day,north,cold,96.4,39.33,3,16,no,delivered,4,599.99,0.3161839863713799,0.7914022517911974,0.3281100485005984
250.99,fedex,furniture,ev van,standard,west,cold,216.2,23.93,11,24,no,delivered,4,1152.79,0.7243611584327087,0.47615148413510744,0.6877592785988148
250.99,ekart,clothing,van,express,south,stormy,24.1,34.1,7,2,yes,delayed,3,272.8,0.06984667802385008,0.6843398157625383,0.11524168454286424
250.99,ekart,fragile items,scooter,standard,east,rainy,197.1,28.23,13,24,no,delivered,4,1070.19,0.6592844974446338,0.5641760491299898,0.6340200846659048
250.99,shadowfax,documents,ev bike,same day,west,foggy,94.8,10.02,2,8,no,delivered,4,604.06,0.310732538330494,0.19140225179119752,0.33075797246315214
250.99,xpressbees,pharmacy,bike,express,south,hot,56.0,22.91,3,3,yes,delayed,2,398.73,0.17853492333901194,0.4552712384851586,0.19717118444566523
250.99,ecom express,clothing,scooter,same day,east,stormy,70.7,5.72,8,8,yes,delayed,3,470.66,0.2286201022146508,0.10337768679631525,0.24396852366593424
250.99,dhl,documents,bike,same day,east,rainy,60.4,22.93,6,8,no,delivered,5,470.79,0.19352640545144806,0.45568065506653016,0.2440531010897996
250.99,blue dart,clothing,truck,same day,central,stormy,258.4,22.08,9,8,yes,failed,2,1458.24,0.8681431005110732,0.4382804503582394,0.8864836949039889
250.99,amazon logistics,furniture,scooter,two day,central,cold,89.3,34.98,4,16,no,delivered,4,551.44,0.29199318568994886,0.7023541453428862,0.2965236336647294
250.99,shadowfax,electronics,van,two day,south,clear,244.0,13.62,7,16,no,delivered,4,1260.86,0.8190800681431005,0.2650972364380757,0.7580691416536524
250.99,xpressbees,electronics,truck,standard,south,stormy,87.8,19.77,8,24,no,delivered,4,498.31,0.28688245315161837,0.390992835209826,0.26195749112652705
250.99,delhivery,furniture,scooter,same day,east,stormy,3.6,20.7,3,8,no,delivered,4,172.6,0.0,0.4100307062436028,0.0500520086097215
250.99,ekart,furniture,van,two day,south,cold,3.6,8.75,0,16,no,delivered,3,95.6674,0.0,0.16540429887410438,0.0
250.99,xpressbees,documents,van,standard,east,rainy,111.0,36.68,9,24,no,delivered,4,665.04,0.36592844974446337,0.7371545547594677,0.3704312902116855
250.99,amazon logistics,groceries,bike,express,east,rainy,256.4,33.53,11,7,yes,delayed,3,1432.59,0.8613287904599659,0.6726714431934493,0.8697959185797861
250.99,dhl,groceries,ev van,same day,east,foggy,177.9,20.16,7,8,no,delivered,5,1049.98,0.5938671209540035,0.3989764585465711,0.6208715482326831
250.99,amazon logistics,cosmetics,ev van,two day,east,rainy,204.2,8.09,9,16,no,delivered,4,1045.27,0.6834752981260648,0.1518935516888434,0.6178072431064844
250.99,amazon logistics,furniture,ev bike,standard,central,cold,125.0,39.41,4,24,no,delivered,5,743.23,0.41362862010221463,0.7930399181166836,0.4213013576888555
250.99,dhl,fragile items,bike,two day,north,hot,83.3,34.71,4,16,no,delivered,4,520.63,0.27155025553662687,0.6968270214943705,0.27647878420864025
250.99,ecom express,clothing,van,standard,west,foggy,193.2,33.28,7,24,no,delivered,4,1065.84,0.6459965928449745,0.667553735926305,0.6311899939442563
250.99,ekart,clothing,van,two day,east,foggy,174.3,47.29,10,16,no,delivered,5,1013.37,0.5816013628620103,0.9543500511770726,0.5970532444810628
250.99,ekart,groceries,bike,same day,west,clear,11.4,40.22,1,8,no,delivered,5,277.66,0.026575809199318567,0.8096212896622312,0.11840357900429213
250.99,xpressbees,electronics,ev van,express,east,clear,166.4,44.96,6,5,yes,delayed,2,1016.88,0.5546848381601364,0.9066530194472875,0.5993368349254273
250.99,shadowfax,cosmetics,van,standard,west,stormy,189.6,38.07,11,24,no,delivered,5,1062.21,0.6337308347529813,0.7656090071647901,0.6288283320317084
250.99,blue dart,groceries,truck,express,west,stormy,111.2,37.33,6,4,yes,delayed,2,717.99,0.3666098807495741,0.7504605936540428,0.4048803255476128
250.99,amazon logistics,groceries,ev bike,same day,west,hot,103.2,37.97,4,8,no,delivered,5,729.91,0.3393526405451448,0.7635619242579323,0.4126354247204976
250.99,blue dart,furniture,scooter,standard,east,clear,236.4,47.28,9,24,no,delivered,4,1323.84,0.7931856899488927,0.9541453428863869,0.7990436505385758
250.99,amazon logistics,electronics,van,same day,central,clear,111.9,26.34,5,8,no,delivered,5,738.52,0.36899488926746166,0.5254861821903787,0.41823705256265686
250.99,delhivery,groceries,ev van,standard,south,stormy,86.6,20.64,8,24,no,delivered,5,494.92,0.28279386712095395,0.4088024564994882,0.25975197215034584
250.99,amazon logistics,automobile parts,ev bike,standard,west,clear,235.6,48.07,5,24,no,delivered,5,1322.21,0.7904599659284498,0.9703172978505629,0.7979831797624181
250.99,amazon logistics,pharmacy,truck,same day,south,cold,295.5,48.45,6,8,no,delivered,4,1632.7206,0.9945485519591142,0.9780962128966223,1.0
250.99,amazon logistics,pharmacy,truck,two day,west,foggy,56.3,43.65,5,16,no,delivered,5,412.45,0.17955706984667802,0.8798362333674513,0.20609735564130116
250.99,shadowfax,furniture,bike,two day,central,stormy,114.2,28.82,6,16,no,delivered,5,657.46,0.37683134582623506,0.5762538382804503,0.36549977580476717
250.99,fedex,furniture,scooter,same day,north,hot,3.6,31.41,2,8,no,delivered,4,203.23,0.0,0.6292732855680655,0.0699797508635355
250.99,xpressbees,automobile parts,bike,same day,west,stormy,146.2,22.55,9,8,yes,failed,2,898.65,0.48586030664395224,0.4479017400204708,0.5224169208977281
250.99,ekart,automobile parts,ev bike,same day,east,clear,85.6,10.69,3,8,no,delivered,4,560.07,0.2793867120954003,0.2051177072671443,0.30213827341825256
250.99,amazon logistics,groceries,ev van,express,south,rainy,247.9,5.23,9,6,yes,failed,2,1305.19,0.8323679727427599,0.09334698055271239,0.7869100431917385
250.99,shadowfax,automobile parts,bike,standard,south,foggy,274.8,0.82,9,24,no,delivered,4,1376.46,0.9240204429301534,0.0030706243602865915,0.8332779893369988
250.99,fedex,electronics,scooter,standard,west,clear,35.7,10.8,3,24,no,delivered,3,210.9,0.10936967632027259,0.20736949846468783,0.07496981887159143
250.99,fedex,documents,van,express,central,stormy,259.3,27.01,8,7,yes,failed,1,1427.53,0.8712095400340716,0.5392016376663255,0.8665039050047193
250.99,shadowfax,documents,ev bike,same day,south,clear,65.3,45.09,4,8,no,delivered,5,561.77,0.21022146507666098,0.9093142272262026,0.30324428588418406
250.99,delhivery,cosmetics,van,express,south,clear,93.1,20.89,2,3,no,delivered,3,578.17,0.30494037478705277,0.41392016376663254,0.31391405320258264
250.99,blue dart,pharmacy,bike,standard,central,hot,265.8,32.11,9,24,no,delivered,5,1425.33,0.8933560477001704,0.6436028659160695,0.8650725947546901
250.99,ekart,furniture,truck,two day,west,clear,110.2,23.24,4,16,no,delivered,4,620.72,0.36320272572402046,0.46202661207778906,0.34159689462928156
250.99,blue dart,documents,bike,standard,west,clear,6.0,0.88,1,24,no,delivered,4,95.6674,0.008177172061328793,0.004298874104401227,0.0
250.99,dhl,furniture,truck,two day,east,foggy,16.5,21.49,2,16,no,delivered,4,146.97,0.04395229982964225,0.42620266120777883,0.0333772441968827
250.99,xpressbees,documents,ev van,standard,north,cold,102.0,18.67,4,24,no,delivered,4,566.01,0.3352640545144804,0.368474923234391,0.30600281109333105
250.99,shadowfax,furniture,bike,express,north,rainy,265.4,15.96,13,7,yes,delayed,3,1424.88,0.8919931856899489,0.3129989764585466,0.8647798267490026
250.99,fedex,groceries,ev van,two day,north,foggy,27.5,15.43,2,16,no,delivered,5,183.79,0.08143100511073254,0.3021494370522006,0.05733217301782396
250.99,amazon logistics,fragile items,truck,two day,south,hot,59.5,7.79,2,16,no,delivered,3,320.87,0.19045996592844974,0.14575230296827021,0.14651581350599965
250.99,shadowfax,cosmetics,bike,express,north,cold,290.2,29.26,6,7,no,delivered,4,1588.78,0.9764906303236798,0.5852610030706243,0.971412440376169
250.99,delhivery,clothing,scooter,standard,east,rainy,124.0,40.2,8,24,no,delivered,4,740.6,0.41022146507666096,0.8092118730808597,0.41959029134450254
250.99,xpressbees,automobile parts,scooter,two day,north,clear,261.9,41.68,9,16,no,delivered,4,1434.54,0.8800681431005111,0.839508700102354,0.8710645799377664
250.99,shadowfax,pharmacy,ev van,two day,central,rainy,115.6,13.57,8,16,no,delivered,5,618.71,0.3816013628620102,0.26407369498464683,0.3402891975372095
250.99,shadowfax,groceries,ev bike,express,east,hot,156.0,14.49,2,5,no,delivered,3,873.47,0.5192504258943782,0.28290685772773794,0.5060349244905771
250.99,shadowfax,furniture,van,standard,north,foggy,284.1,14.35,9,24,no,delivered,4,1463.55,0.9557069846678025,0.28004094165813714,0.8899383573711045
250.99,fedex,clothing,truck,same day,north,cold,287.0,8.21,10,8,yes,failed,1,1559.63,0.965587734241908,0.15435005117707268,0.9524475795632839
250.99,delhivery,electronics,van,two day,north,foggy,50.5,31.28,2,16,no,delivered,4,346.34,0.15979557069846678,0.6266120777891504,0.16308648262792724
250.99,shadowfax,groceries,van,two day,west,foggy,203.3,7.5,7,16,no,delivered,4,1039.0,0.6804088586030665,0.1398157625383828,0.6137280088939016
250.99,amazon logistics,fragile items,truck,same day,west,hot,127.8,20.03,2,8,no,delivered,3,799.09,0.42316865417376487,0.39631525076765606,0.45764362612823034
250.99,ekart,groceries,scooter,two day,east,cold,45.8,27.22,1,16,no,delivered,5,310.66,0.14378194207836456,0.5435005117707267,0.13987323275472835
250.99,shadowfax,groceries,ev bike,same day,west,hot,8.7,33.93,0,8,no,delivered,5,245.29,0.017376490630323677,0.6808597748208802,0.09734380046181876
250.99,delhivery,automobile parts,ev van,standard,north,rainy,152.8,48.37,6,24,no,delivered,4,909.11,0.5083475298126066,0.976458546571136,0.5292221505410482
250.99,dhl,automobile parts,ev van,same day,south,rainy,29.0,40.89,5,8,no,delivered,4,367.67,0.08654173764906303,0.823336745138178,0.1769636860975274
250.99,dhl,furniture,scooter,standard,north,clear,281.6,19.81,8,24,no,delivered,3,1467.43,0.9471890971039183,0.39181166837256903,0.8924626681757013
250.99,ecom express,electronics,van,same day,east,stormy,75.7,41.47,8,8,yes,delayed,2,602.91,0.2456558773424191,0.8352098259979528,0.3300097875597279
250.99,blue dart,cosmetics,scooter,standard,north,cold,132.5,14.18,3,24,no,delivered,4,705.04,0.4391822827938671,0.276560900716479,0.396455112939487
250.99,ekart,cosmetics,truck,standard,west,rainy,218.2,34.0,10,24,no,delivered,5,1193.0,0.731175468483816,0.6822927328556806,0.7139197263959373
250.99,dhl,automobile parts,scooter,express,east,rainy,152.8,10.46,8,5,yes,delayed,2,845.38,0.5083475298126066,0.20040941658137154,0.48775969497997856
250.99,ecom express,automobile parts,van,same day,west,cold,113.8,21.95,4,8,no,delivered,3,734.85,0.3754684838160136,0.4356192425793244,0.4158493668273811
250.99,amazon logistics,pharmacy,bike,standard,east,clear,189.3,30.78,7,24,no,delivered,5,1038.84,0.6327086882453152,0.6163766632548617,0.6136239136029903
250.99,delhivery,electronics,truck,two day,north,rainy,60.1,40.63,5,16,no,delivered,3,422.39,0.19250425894378195,0.8180143295803479,0.2125642755891598
250.99,ekart,documents,truck,same day,south,foggy,147.7,46.57,6,8,no,delivered,4,978.21,0.49097103918228274,0.939611054247697,0.5741783043033253
250.99,amazon logistics,cosmetics,truck,two day,north,cold,289.0,48.99,6,16,no,delivered,4,1591.97,0.9724020442930154,0.989150460593654,0.9734878402387113
250.99,delhivery,pharmacy,van,express,north,cold,235.6,42.35,7,6,yes,delayed,3,1355.05,0.7904599659284498,0.8532241555783009,0.819348738221943
250.99,amazon logistics,groceries,ev bike,same day,central,cold,101.1,9.76,4,8,no,delivered,4,634.78,0.3321976149914821,0.18607983623336743,0.35074426831810374
250.99,ekart,groceries,truck,two day,central,cold,273.9,42.56,6,16,no,delivered,3,1497.18,0.9209540034071549,0.8575230296827021,0.9118178863295037
250.99,ecom express,cosmetics,scooter,standard,north,clear,262.6,29.36,4,24,no,delivered,4,1401.08,0.8824531516183988,0.587308085977482,0.8492956522259605
250.99,ekart,groceries,van,two day,east,clear,82.2,18.81,2,16,no,delivered,3,467.43,0.2678023850085179,0.37134083930399175,0.2418670999806643
250.99,dhl,clothing,truck,same day,south,cold,280.3,15.29,7,8,no,delivered,4,1547.37,0.9427597955706986,0.29928352098259975,0.9444712778972124
250.99,shadowfax,automobile parts,bike,same day,east,foggy,146.1,36.12,8,8,yes,delayed,2,938.86,0.4855195911413969,0.7256908904810644,0.5485773686948505
250.99,blue dart,groceries,van,same day,west,clear,279.9,21.63,12,8,yes,failed,2,1564.39,0.9413969335604769,0.4290685772773797,0.9555444144678922
250.99,shadowfax,documents,ev van,same day,south,stormy,165.4,43.2,11,8,yes,delayed,2,1056.6,0.5512776831345827,0.8706243602865916,0.6251784908941341
250.99,fedex,electronics,van,two day,central,cold,29.9,47.31,2,16,no,delivered,3,291.43,0.08960817717206132,0.9547594677584441,0.12736227997833777
250.99,amazon logistics,furniture,truck,standard,north,hot,42.6,44.55,1,24,no,delivered,4,346.65,0.13287904599659286,0.8982599795291708,0.1632881672540677
250.99,ecom express,automobile parts,ev bike,standard,east,foggy,149.9,23.31,10,24,no,delivered,4,819.43,0.49846678023850083,0.4634595701125895,0.47087673998531726
250.99,shadowfax,clothing,scooter,standard,west,rainy,8.4,44.16,4,24,no,delivered,4,174.48,0.016354344122657582,0.8902763561924256,0.05127512827792816
250.99,dhl,documents,ev bike,two day,east,hot,230.8,30.01,6,16,no,delivered,4,1244.03,0.7741056218057922,0.6006141248720573,0.74711961824093
250.99,dhl,clothing,bike,express,west,clear,93.0,9.37,2,3,no,delivered,4,543.11,0.30459965928449745,0.17809621289662228,0.2911041725816647
250.99,dhl,electronics,van,two day,west,clear,10.4,4.59,1,16,no,delivered,4,95.6674,0.02316865417376491,0.08024564994882293,0.0
250.99,amazon logistics,pharmacy,truck,two day,north,hot,194.9,2.42,4,16,no,delivered,4,981.76,0.6517887563884157,0.03582395087001023,0.5764879185704176
250.99,ekart,documents,scooter,express,west,rainy,182.1,2.26,11,5,yes,delayed,2,967.28,0.6081771720613288,0.03254861821903786,0.5670672947429535
250.99,blue dart,cosmetics,ev bike,standard,south,clear,38.8,40.89,3,24,no,delivered,4,316.67,0.11993185689948893,0.823336745138178,0.1437833121195805
250.99,dhl,groceries,bike,two day,north,cold,55.2,6.78,1,16,no,delivered,3,296.34,0.175809199318569,0.12507676560900716,0.1305567042181754
250.99,delhivery,pharmacy,truck,express,east,stormy,223.3,44.36,12,6,yes,failed,1,1299.58,0.7485519591141397,0.8943705220061412,0.7832602020541642
250.99,delhivery,electronics,truck,express,west,hot,46.2,14.83,2,2,no,delivered,5,325.49,0.14514480408858604,0.2898669396110542,0.14952156503106073
250.99,delhivery,documents,ev bike,two day,south,hot,3.6,49.52,1,16,no,delivered,5,163.39,0.0,0.9999999999999999,0.0440600234266452
250.99,xpressbees,groceries,scooter,express,north,hot,297.1,22.0,5,8,no,delivered,5,1615.5,1.0000000000000002,0.4366427840327533,0.9887963539583404
250.99,xpressbees,electronics,bike,express,central,hot,87.8,7.72,3,3,no,delivered,5,512.16,0.28688245315161837,0.1443193449334698,0.2709682397460283
250.99,xpressbees,groceries,truck,express,central,hot,267.4,11.53,9,7,yes,delayed,2,1421.59,0.8988074957410562,0.2223132036847492,0.8626393673296407
250.99,fedex,furniture,ev van,two day,east,stormy,124.8,10.84,10,16,no,delivered,4,656.52,0.4129471890971039,0.2081883316274309,0.36488821597066384
250.99,xpressbees,groceries,ev bike,express,south,clear,288.9,8.3,6,7,no,delivered,4,1519.4,0.9720613287904599,0.15619242579324463,0.9262741198547974
250.99,blue dart,furniture,scooter,two day,central,hot,129.5,39.84,4,16,no,delivered,4,767.02,0.4289608177172061,0.8018423746161719,0.4367790262562154
250.99,ecom express,fragile items,van,same day,south,foggy,225.0,7.32,11,8,yes,delayed,3,1246.96,0.754344122657581,0.13613101330603888,0.7490258632557415
